company_id,type,rule_id,text,confidence_pct
GAIL,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,73.0
GODREJCP,pro,PRO_FALLBACK,"Scale and Nifty 100 index inclusion give the company a diversified revenue base and an established market position, even though no single metric screens as an outsized strength this year",55.0
GODREJCP,con,CON_4,Company reported a net loss in the most recent financial year,95.0
GRASIM,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,82.6
GRASIM,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,89.8
GRASIM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,94.7
GRASIM,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,73.0
GRASIM,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,76.0
GRASIM,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,66.4
GRASIM,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.8
HAL,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,96.0
HAL,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,76.6
HAL,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,78.2
HAL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
HAL,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,80.3
HAL,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88.8
HAL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,95.4
HAL,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,73.0
HAVELLS,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
HAVELLS,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,77.3
HAVELLS,con,CON_FALLBACK,"Sector-relative composite score of 35/100 indicates the company trails peer-group medians on a blended profitability, cash-quality and leverage basis, which warrants monitoring",55.0
HCLTECH,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,69.6
HCLTECH,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,77.3
HCLTECH,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
HCLTECH,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,72.0
HCLTECH,con,CON_FALLBACK,"No red flags were identified across the screened leverage, cash-flow and profitability checks this year, though valuation and macro-cycle sensitivity remain standard risks worth monitoring",55.0
HDFCBANK,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82.5
HDFCBANK,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,72.9
HDFCBANK,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,92.7
HDFCBANK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,63.9
HDFCBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67.4
HDFCBANK,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,66.2
HDFCBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74.7
HDFCBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,96.0
HDFCLIFE,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,81.1
HDFCLIFE,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,96.0
HDFCLIFE,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
HDFCLIFE,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,72.0
HDFCLIFE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,78.7
HEROMOTOCO,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,77.3
HEROMOTOCO,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,96.0
HEROMOTOCO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
HEROMOTOCO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,72.0
HEROMOTOCO,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,85.1
HINDALCO,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,96.0
HINDALCO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
HINDALCO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.7
HINDALCO,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
HINDUNILVR,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,77.3
HINDUNILVR,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,96.0
HINDUNILVR,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
HINDUNILVR,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,92.7
HINDUNILVR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.0
HINDUNILVR,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,73.0
ICICIBANK,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.8
ICICIBANK,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,94.6
ICICIBANK,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,87.9
ICICIBANK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,95.8
ICICIBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,72.0
ICICIBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,95.4
ICICIBANK,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,69.9
ICICIBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
ICICIBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,96.0
ICICIGI,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,77.3
ICICIGI,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,96.0
ICICIGI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
ICICIGI,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,88.1
ICICIGI,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,70.0
